restaurant_id,restaurant_name,image_url,is_closed,url,review_count,rating,categories,transactions,price,display_phone,distance,coordinates_latitude,coordinates_longitude,location_address1,location_address2,location_address3,location_city,location_zip_code,location_country,location_state,location_display_address,queried_date,queried_term,queried_location,sort_by,attributes,cuisine_0,cuisine_1,cuisine_2,price_num,review_count_bins,neighborhood
tC6CzF4fxzHJQ4RFUdT30g,Maison Vivienne New York,https://s3-media3.fl.yelpcdn.com/bphoto/FX0onohaT7zeU7Ke-1rhEw/o.jpg,False,https://www.yelp.com/biz/maison-vivienne-new-york-new-york?adjust_creative=zA0UH-Daa3gI8hoGVgsQqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zA0UH-Daa3gI8hoGVgsQqw,7,3.0,"French, Mediterranean, Bars",,,(646) 484-5356,6758.177988640561,40.76309,-73.96868,116 E 60th St,,,New York,10022,US,NY,"116 E 60th St, New York, NY 10022",,,,,,French, Mediterranean, Bars,,0-10,Gramercy Park and Murray Hill
UyCxVKmA59zVCECmpDRn1Q,Cafe Madelaine,https://s3-media1.fl.yelpcdn.com/bphoto/5jpmHJ_OrI2XVLaXrJKAlg/o.jpg,False,https://www.yelp.com/biz/cafe-madelaine-jersey-city?adjust_creative=zA0UH-Daa3gI8hoGVgsQqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zA0UH-Daa3gI8hoGVgsQqw,112,4.0,"Coffee & Tea, Bakeries, French","pickup, delivery",$$,(201) 499-3691,4871.371494619008,40.72265,-74.04737,34 Coles St,,,Jersey City,7302,US,NJ,"34 Coles St, Jersey City, NJ 07302",,,,,,Coffee & Tea, Bakeries, French,2.0,101-200,
npWACY8WDDyYhMt0s3YFwQ,Vin Sur Vingt,https://s3-media2.fl.yelpcdn.com/bphoto/TOvUq4a-FZ6fxOqXOZieAw/o.jpg,False,https://www.yelp.com/biz/vin-sur-vingt-new-york-11?adjust_creative=zA0UH-Daa3gI8hoGVgsQqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zA0UH-Daa3gI8hoGVgsQqw,36,4.0,"Wine Bars, French",delivery,,(646) 779-9683,7824.683719313531,40.7757,-73.98948,100 Riverside Blvd,,,New York,10069,US,NY,"100 Riverside Blvd, New York, NY 10069",,,,,,Wine Bars, French,,,11-50,
Knbn0h4MA1KX5Fv3eZfK4w,Nice Matin,https://s3-media2.fl.yelpcdn.com/bphoto/0ZihLYdokV63-5xjjGlaCA/o.jpg,False,https://www.yelp.com/biz/nice-matin-new-york?adjust_creative=zA0UH-Daa3gI8hoGVgsQqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zA0UH-Daa3gI8hoGVgsQqw,878,3.5,"French, Breakfast & Brunch, Wine Bars","pickup, delivery",$$$,(212) 873-6423,8773.856028948316,40.78343707106175,-73.9784952,201 W 79th St,,,New York,10024,US,NY,"201 W 79th St, New York, NY 10024",,,,,,French, Breakfast & Brunch, Wine Bars,3.0,501-1000,Upper West Side
C0kxXjemGSpKHL0LnOUkPg,Hungarian Meat Center,https://s3-media1.fl.yelpcdn.com/bphoto/tVIuCSIiSYVQjqpbyDhO3A/o.jpg,False,https://www.yelp.com/biz/hungarian-meat-center-passaic-2?adjust_creative=zA0UH-Daa3gI8hoGVgsQqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zA0UH-Daa3gI8hoGVgsQqw,12,5.0,"Butcher, Meat Shops, Hungarian",,$$,(973) 473-1645,21666.927041510724,40.87408,-74.12309,189 Parker Ave,,,Passaic,7055,US,NJ,"189 Parker Ave, Passaic, NJ 07055",,,,,,Butcher, Meat Shops, Hungarian,2.0,11-50,
T6XZnxzx4SYRhaaJ366fHg,Heart of Europe,https://s3-media2.fl.yelpcdn.com/bphoto/GobxIi9aDq3dRU3zDc677A/o.jpg,False,https://www.yelp.com/biz/heart-of-europe-east-brunswick?adjust_creative=zA0UH-Daa3gI8hoGVgsQqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zA0UH-Daa3gI8hoGVgsQqw,23,4.5,"Polish, Delis, Desserts",delivery,,(732) 955-6513,45098.195520485846,40.41737802346254,-74.37009858575503,1020 State Rte,,,East Brunswick,8816,US,NJ,"1020 State Rte, East Brunswick, NJ 08816",,,,,,Polish, Delis, Desserts,,11-50,
3kDlekYKGTPXqiLIUcC6Ng,Mama Lupita's Bistro,https://s3-media2.fl.yelpcdn.com/bphoto/BhNZqmFIRQqvr0r3CGVc8Q/o.jpg,False,https://www.yelp.com/biz/mama-lupitas-bistro-brooklyn?adjust_creative=zA0UH-Daa3gI8hoGVgsQqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zA0UH-Daa3gI8hoGVgsQqw,54,5.0,Mexican,"pickup, delivery",,(917) 909-0522,5549.366787638498,40.655989,-74.003119,904 4th Ave,,,Brooklyn,11232,US,NY,"904 4th Ave, Brooklyn, NY 11232",,,,,,Mexican,,,,51-100,Sunset Park
r0Krxbk7O1KRjgvOYMHMug,EL Gallo Taqueria,https://s3-media4.fl.yelpcdn.com/bphoto/VVOIR3ziKFCOeamDEUeZqA/o.jpg,False,https://www.yelp.com/biz/el-gallo-taqueria-new-york?adjust_creative=zA0UH-Daa3gI8hoGVgsQqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zA0UH-Daa3gI8hoGVgsQqw,77,4.0,Mexican,"pickup, delivery",,(917) 668-0033,1613.5181728785944,40.719886,-73.995982,369 Broome St,,,New York,10013,US,NY,"369 Broome St, New York, NY 10013",,,,,,Mexican,,,,51-100,Greenwich Village and Soho
VCVCmflFEkQ0qRDQ805P2g,Xochitl Taqueria,https://s3-media2.fl.yelpcdn.com/bphoto/MFnPssF24z23GRwBNe49mw/o.jpg,False,https://www.yelp.com/biz/xochitl-taqueria-brooklyn-3?adjust_creative=zA0UH-Daa3gI8hoGVgsQqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zA0UH-Daa3gI8hoGVgsQqw,35,4.0,Mexican,"pickup, delivery",,(347) 599-2226,2205.328399429236,40.685748,-73.991367,176 Smith St,,,Brooklyn,11201,US,NY,"176 Smith St, Brooklyn, NY 11201",,,,,,Mexican,,,,11-50,Northwest Brooklyn
wu3w6IlUct9OvYmYXDMGJA,Huitlacoche Taqueria Restaurant,https://s3-media1.fl.yelpcdn.com/bphoto/WFCMdlp8NgQFiBsApCHFdQ/o.jpg,False,https://www.yelp.com/biz/huitlacoche-taqueria-restaurant-ridgewood-2?adjust_creative=zA0UH-Daa3gI8hoGVgsQqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zA0UH-Daa3gI8hoGVgsQqw,9,5.0,Mexican,"pickup, delivery",,(347) 987-3581,7444.836124663055,40.70172,-73.90614,778 Seneca Ave,,,Ridgewood,11385,US,NY,"778 Seneca Ave, Ridgewood, NY 11385",,,,,,Mexican,,,,0-10,West Central Queens
pIyhj8qxJNInsVa53KUB1g,Casa D'Angelo,https://s3-media4.fl.yelpcdn.com/bphoto/m2pGSubkueu16DkpnGn8YQ/o.jpg,False,https://www.yelp.com/biz/casa-d-angelo-new-york?adjust_creative=zA0UH-Daa3gI8hoGVgsQqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zA0UH-Daa3gI8hoGVgsQqw,103,4.0,"Italian, Pizza, Pasta Shops","pickup, delivery, restaurant_reservation",$$,(212) 804-8656,1509.1513523953065,40.718874,-73.997317,146 Mulberry St,,,New York,10013,US,NY,"146 Mulberry St, New York, NY 10013",,,,,,Italian, Pizza, Pasta Shops,2.0,101-200,Greenwich Village and Soho
MTQpqHo-cCAPK7c9fd6zHw,Il Mattone,https://s3-media1.fl.yelpcdn.com/bphoto/3WQQ9SbMIvXJjLJjKoQJMg/o.jpg,False,https://www.yelp.com/biz/il-mattone-new-york-3?adjust_creative=zA0UH-Daa3gI8hoGVgsQqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zA0UH-Daa3gI8hoGVgsQqw,117,4.5,"Italian, Pizza","pickup, delivery",$,(646) 964-4623,2116.053968418348,40.720799,-74.0091255,49 Beach St,,,New York,10013,US,NY,"49 Beach St, New York, NY 10013",,,,,,Italian, Pizza,,1.0,101-200,Greenwich Village and Soho
_QAOVeCs34oWJck4jIv4BA,Osteria Brooklyn @DeKalb,https://s3-media1.fl.yelpcdn.com/bphoto/1qB6YVOmzItYopP51gUXFA/o.jpg,False,https://www.yelp.com/biz/osteria-brooklyn-dekalb-brooklyn?adjust_creative=zA0UH-Daa3gI8hoGVgsQqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zA0UH-Daa3gI8hoGVgsQqw,15,4.5,"Italian, Cocktail Bars","pickup, delivery",,,1881.593924089004,40.69077,-73.98334,445 Albee Square,,,Brooklyn,11201,US,NY,"445 Albee Square, Brooklyn, NY 11201",,,,,,Italian, Cocktail Bars,,,11-50,Northwest Brooklyn
ADHX7nBixDPVlq3OXhny0g,Faicco's Italian Specialties,https://s3-media3.fl.yelpcdn.com/bphoto/uwjheGdZAzY4OeaBFhEKeQ/o.jpg,False,https://www.yelp.com/biz/faiccos-italian-specialties-new-york?adjust_creative=zA0UH-Daa3gI8hoGVgsQqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zA0UH-Daa3gI8hoGVgsQqw,709,4.5,"Meat Shops, Italian","pickup, delivery",$$,(212) 243-1974,2951.4803218753736,40.73113,-74.00306,260 Bleecker St,,,New York,10014,US,NY,"260 Bleecker St, New York, NY 10014",,,,,,Meat Shops, Italian,,2.0,501-1000,Greenwich Village and Soho
iZG3I9hsvPu6l6lSJ2743Q,Alba & Alvin Abreu,https://s3-media1.fl.yelpcdn.com/bphoto/VCCw6uPjtRB96xvEvlhf2A/o.jpg,False,https://www.yelp.com/biz/alba-and-alvin-abreu-queens?adjust_creative=zA0UH-Daa3gI8hoGVgsQqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zA0UH-Daa3gI8hoGVgsQqw,1,5.0,Dominican,,,(718) 374-3766,16310.007627186356,40.694007483741,-73.80140863963699,106-50 Sutphin Blvd,,,Queens,11435,US,NY,"106-50 Sutphin Blvd, Queens, NY 11435",,,,,,Dominican,,,,0-10,Jamaica
iAiQP9RjAxv395tpjb8IUA,Westside Coffee Shop,https://s3-media3.fl.yelpcdn.com/bphoto/dqm83MRN5aejWPikFls13A/o.jpg,False,https://www.yelp.com/biz/westside-coffee-shop-new-york?adjust_creative=zA0UH-Daa3gI8hoGVgsQqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zA0UH-Daa3gI8hoGVgsQqw,100,4.0,"Coffee & Tea, Latin American, Mexican","pickup, delivery",$,(212) 334-0185,1809.9961616669584,40.7200908286163,-74.0036646920307,323 Church St,,,New York,10013,US,NY,"323 Church St, New York, NY 10013",,,,,,Coffee & Tea, Latin American, Mexican,1.0,51-100,Greenwich Village and Soho
PnuHBmeuUH-BhnqNS39QJw,Mi Quisqueya Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/N51EmZ6U8SU2PDN_pbtawQ/o.jpg,False,https://www.yelp.com/biz/mi-quisqueya-restaurant-bayonne?adjust_creative=zA0UH-Daa3gI8hoGVgsQqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zA0UH-Daa3gI8hoGVgsQqw,31,3.5,Latin American,"pickup, delivery",$,(201) 443-2409,11934.030063695312,40.6594370737937,-74.1221578076324,365 Broadway,,,Bayonne,7002,US,NJ,"365 Broadway, Bayonne, NJ 07002",,,,,,Latin American,,,1.0,11-50,
7CQyLfVbzwIU9etmKrfliw,La Bodega Latin Cuisine ,https://s3-media3.fl.yelpcdn.com/bphoto/mqi7t57ntL0gpGUM4SbT-w/o.jpg,False,https://www.yelp.com/biz/la-bodega-latin-cuisine-jersey-city?adjust_creative=zA0UH-Daa3gI8hoGVgsQqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zA0UH-Daa3gI8hoGVgsQqw,8,5.0,"Cafes, Spanish, Latin American","pickup, delivery",,(201) 420-8511,5976.086167477388,40.7427513547401,-74.0453407483996,407 Palisade Ave,,,Jersey City,7307,US,NJ,"407 Palisade Ave, Jersey City, NJ 07307",,,,,,Cafes, Spanish, Latin American,,0-10,
uVoxbXsEWGOGCJrEYv0C-A,Bambina Blue,https://s3-media1.fl.yelpcdn.com/bphoto/JsdytpnPDt_IMy2ALy9cMA/o.jpg,False,https://www.yelp.com/biz/bambina-blue-new-york?adjust_creative=zA0UH-Daa3gI8hoGVgsQqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zA0UH-Daa3gI8hoGVgsQqw,103,4.5,"Gelato, Desserts, Coffee & Tea","delivery, pickup",$$,(646) 692-3452,1829.1610677315075,40.72178,-73.99716,23 Cleveland Pl,,,New York,10012,US,NY,"23 Cleveland Pl, New York, NY 10012",,,,,,Gelato, Desserts, Coffee & Tea,2.0,101-200,Greenwich Village and Soho
7JE_eakyBw4Ei3GrLFIdrg,Sunday to Sunday,https://s3-media3.fl.yelpcdn.com/bphoto/PStWD7wrWQaAkpPOL7ICNQ/o.jpg,False,https://www.yelp.com/biz/sunday-to-sunday-new-york-2?adjust_creative=zA0UH-Daa3gI8hoGVgsQqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zA0UH-Daa3gI8hoGVgsQqw,99,4.0,"Cafes, Coffee & Tea","delivery, pickup",$$,(917) 675-6096,1437.5702364105605,40.717952,-73.990106,88 Orchard St,,,New York,10002,US,NY,"88 Orchard St, New York, NY 10002",,,,,,Cafes, Coffee & Tea,,2.0,51-100,Lower East Side
OQOr0DE1HtSNfxO5_mwfFg,Five & Dime,https://s3-media4.fl.yelpcdn.com/bphoto/au-O0E8ULJ4p-GNk2qwMGA/o.jpg,False,https://www.yelp.com/biz/five-and-dime-new-york-2?adjust_creative=zA0UH-Daa3gI8hoGVgsQqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zA0UH-Daa3gI8hoGVgsQqw,124,4.5,"Coffee & Tea, Cocktail Bars","delivery, pickup",$$,,1418.5778626669671,40.7126429155284,-74.0080474702053,8 Park Pl,,,New York,10007,US,NY,"8 Park Pl, New York, NY 10007",,,,,,Coffee & Tea, Cocktail Bars,,2.0,101-200,Lower Manhattan
e1GsbWEEDoxZywrYT-S7Ng,Plantshed,https://s3-media4.fl.yelpcdn.com/bphoto/-llXJ-HtlhNFUQhbhNdAgQ/o.jpg,False,https://www.yelp.com/biz/plantshed-new-york-6?adjust_creative=zA0UH-Daa3gI8hoGVgsQqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zA0UH-Daa3gI8hoGVgsQqw,12,4.5,"Nurseries & Gardening, Cafes, Florists",,,,1850.5699710131,40.7218853017791,-73.99770506091832,216 Lafayette St,,,New York,10012,US,NY,"216 Lafayette St, New York, NY 10012",,,,,,Nurseries & Gardening, Cafes, Florists,,11-50,Greenwich Village and Soho
hyQ-1CEn9dHZfdP0PSaMTg,Porto Rico Importing Company,https://s3-media4.fl.yelpcdn.com/bphoto/kb32P7a4kuhIRlCbvMcXuQ/o.jpg,False,https://www.yelp.com/biz/porto-rico-importing-company-new-york-2?adjust_creative=zA0UH-Daa3gI8hoGVgsQqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zA0UH-Daa3gI8hoGVgsQqw,513,4.5,"Coffee & Tea, Candy Stores, Herbs & Spices","delivery, pickup",$,(212) 477-5421,2744.308314767457,40.729492,-74.001621,201 Bleecker St,,,New York,10012,US,NY,"201 Bleecker St, New York, NY 10012",,,,,,Coffee & Tea, Candy Stores, Herbs & Spices,1.0,501-1000,Greenwich Village and Soho
OiqGAhC5EQXb1CaNxxvfBQ,Harney & Sons SoHo,https://s3-media3.fl.yelpcdn.com/bphoto/63UhA3nMEXSRgfziYmCm6w/o.jpg,False,https://www.yelp.com/biz/harney-and-sons-soho-new-york?adjust_creative=zA0UH-Daa3gI8hoGVgsQqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zA0UH-Daa3gI8hoGVgsQqw,788,4.5,Coffee & Tea,"pickup, delivery",$$,(212) 933-4853,1829.914884142496,40.7214398332376,-73.9994008558221,433 Broome St,,Ground Fl,New York,10013,US,NY,"433 Broome St, Ground Fl, New York, NY 10013",,,,,,Coffee & Tea,,,2.0,501-1000,Greenwich Village and Soho
rokzCpYrZkfm_ZOSb7LzSQ,Land to Sea,https://s3-media3.fl.yelpcdn.com/bphoto/F_PllfK3im6ugipEQL5hRA/o.jpg,False,https://www.yelp.com/biz/land-to-sea-brooklyn?adjust_creative=zA0UH-Daa3gI8hoGVgsQqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zA0UH-Daa3gI8hoGVgsQqw,54,4.5,Coffee & Tea,,$$,,4378.913212299915,40.71683,-73.9446,402 Graham Ave,,,Brooklyn,11211,US,NY,"402 Graham Ave, Brooklyn, NY 11211",,,,,,Coffee & Tea,,,2.0,51-100,Greenpoint
XtekEeSDcP3rXKifbtuI1w,Daily Provisions,https://s3-media2.fl.yelpcdn.com/bphoto/GBc0h3NiLH0qpw-7gEsscA/o.jpg,False,https://www.yelp.com/biz/daily-provisions-new-york-8?adjust_creative=zA0UH-Daa3gI8hoGVgsQqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zA0UH-Daa3gI8hoGVgsQqw,57,4.0,"Cafes, Bakeries, Coffee & Tea",,,,5211.681962841348,40.7520616,-73.9974809,385 9th Ave,,,New York,10001,US,NY,"385 9th Ave, New York, NY 10001",,,,,,Cafes, Bakeries, Coffee & Tea,,51-100,Chelsea and Clinton
-8nEZ20KDfr4PPH47MrAOA,La Colombe SOHO,https://s3-media2.fl.yelpcdn.com/bphoto/DJ_Qzqvclt1OP0ypRkbOJw/o.jpg,False,https://www.yelp.com/biz/la-colombe-soho-new-york?adjust_creative=zA0UH-Daa3gI8hoGVgsQqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zA0UH-Daa3gI8hoGVgsQqw,709,4.5,"Coffee & Tea, Breakfast & Brunch, Cafes",,$$,(212) 625-1717,2069.5745999716323,40.72396,-73.99643,270 Lafayette St,,,New York,10012,US,NY,"270 Lafayette St, New York, NY 10012",,,,,,Coffee & Tea, Breakfast & Brunch, Cafes,2.0,501-1000,Greenwich Village and Soho
zn43M8VysK0NIPf72o5daw,Caffè Panna,https://s3-media1.fl.yelpcdn.com/bphoto/-BZD8eBOnS6jfugqkVLQYA/o.jpg,False,https://www.yelp.com/biz/caff%C3%A8-panna-new-york?adjust_creative=zA0UH-Daa3gI8hoGVgsQqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zA0UH-Daa3gI8hoGVgsQqw,436,4.5,"Ice Cream & Frozen Yogurt, Coffee & Tea",,$$,(917) 475-1162,3554.548634199127,40.736886,-73.986817,77 Irving Pl,,,New York,10003,US,NY,"77 Irving Pl, New York, NY 10003",,,,,,Ice Cream & Frozen Yogurt, Coffee & Tea,,2.0,201-500,Lower East Side
wys-H6MBkZU-tiRlW4gZ6w,Planted Cafe,https://s3-media1.fl.yelpcdn.com/bphoto/RVluLwcn2Jsk0b0TPGgsUw/o.jpg,False,https://www.yelp.com/biz/planted-cafe-brooklyn?adjust_creative=zA0UH-Daa3gI8hoGVgsQqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zA0UH-Daa3gI8hoGVgsQqw,77,4.0,Cafes,"delivery, pickup",$$,(917) 909-1986,2772.1393492526126,40.68053,-73.994493,333 Smith St,,,Brooklyn,11231,US,NY,"333 Smith St, Brooklyn, NY 11231",,,,,,Cafes,,,2.0,51-100,Northwest Brooklyn
I1X2vkOkdjwTL2MiKjvovQ,The Hideout Chai Bar,https://s3-media2.fl.yelpcdn.com/bphoto/2Z4VnzRbP1e95ZPS_4dHxA/o.jpg,False,https://www.yelp.com/biz/the-hideout-chai-bar-new-york?adjust_creative=zA0UH-Daa3gI8hoGVgsQqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zA0UH-Daa3gI8hoGVgsQqw,162,4.5,"Coffee & Tea, Cafes",delivery,$,(646) 649-5868,1748.6514279160683,40.7209790412755,-73.9910624415156,42 Rivington St,,,New York,10002,US,NY,"42 Rivington St, New York, NY 10002",,,,,,Coffee & Tea, Cafes,,1.0,101-200,Lower East Side
7-yC49tlWreX6TQtMNFSFg,Kitsby,https://s3-media2.fl.yelpcdn.com/bphoto/GwRlpkvH5X_g_Ce1mXcuMQ/o.jpg,False,https://www.yelp.com/biz/kitsby-brooklyn-4?adjust_creative=zA0UH-Daa3gI8hoGVgsQqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zA0UH-Daa3gI8hoGVgsQqw,336,4.5,"Desserts, Coffee & Tea, Ice Cream & Frozen Yogurt","delivery, pickup",$$,(917) 530-5006,2973.709262841809,40.71411,-73.960977,186 Grand St,,,Brooklyn,11211,US,NY,"186 Grand St, Brooklyn, NY 11211",,,,,,Desserts, Coffee & Tea, Ice Cream & Frozen Yogurt,2.0,201-500,Greenpoint
9PXIXutHc0F3fJD4bbA-Og,West End Cafe,https://s3-media1.fl.yelpcdn.com/bphoto/2zR70h71AfBDJYEAU_oGlQ/o.jpg,False,https://www.yelp.com/biz/west-end-cafe-carle-place?adjust_creative=zA0UH-Daa3gI8hoGVgsQqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zA0UH-Daa3gI8hoGVgsQqw,298,4.0,New American,delivery,$$$,(516) 294-5608,32093.07114216976,40.7473,-73.61747,187 Glen Cove Rd,,,Carle Place,11514,US,NY,"187 Glen Cove Rd, Carle Place, NY 11514",,,,,,New American,,,3.0,201-500,
ztSWc_XzC33bB887o8I6Yw,Paisanos Butcher Shop,https://s3-media4.fl.yelpcdn.com/bphoto/tEwf4Qn7WK0Yz1hmHTw3Ng/o.jpg,False,https://www.yelp.com/biz/paisanos-butcher-shop-brooklyn?adjust_creative=zA0UH-Daa3gI8hoGVgsQqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zA0UH-Daa3gI8hoGVgsQqw,298,4.5,"Meat Shops, Butcher",,$$,(718) 855-2641,2144.0999211888384,40.68628,-73.9909,162 Smith St,,,Brooklyn,11201,US,NY,"162 Smith St, Brooklyn, NY 11201",,,,,,Meat Shops, Butcher,,2.0,201-500,Northwest Brooklyn
Lesv5BG0_0-8bB49cAjMkg,Roberto's,https://s3-media2.fl.yelpcdn.com/bphoto/hl0K6g1ora9zyGA8T50lFw/o.jpg,False,https://www.yelp.com/biz/robertos-bronx?adjust_creative=zA0UH-Daa3gI8hoGVgsQqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zA0UH-Daa3gI8hoGVgsQqw,307,4.0,Italian,delivery,$$$,(718) 733-9503,18746.74815380141,40.85372,-73.88834,603 Crescent Ave,,,Bronx,10458,US,NY,"603 Crescent Ave, Bronx, NY 10458",,,,,,Italian,,,3.0,201-500,Bronx Park and Fordham
T-5fbqSZ06909tza1folTg,Lorena's,https://s3-media3.fl.yelpcdn.com/bphoto/UhKJQgl3X2d9BQnC8iH9RA/o.jpg,False,https://www.yelp.com/biz/lorenas-maplewood?adjust_creative=zA0UH-Daa3gI8hoGVgsQqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zA0UH-Daa3gI8hoGVgsQqw,270,4.5,French,"pickup, delivery",$$$$,(973) 763-4460,23980.72894535876,40.73088086638816,-74.2768518253685,160 Maplewood Ave,,,Maplewood,7040,US,NJ,"160 Maplewood Ave, Maplewood, NJ 07040",,,,,,French,,,4.0,201-500,
wUwuxx77P005szbHxnfdrg,Schaller & Weber,https://s3-media3.fl.yelpcdn.com/bphoto/f1CWxXL44tzeb2Yt9kIdQw/o.jpg,False,https://www.yelp.com/biz/schaller-and-weber-new-york?adjust_creative=zA0UH-Daa3gI8hoGVgsQqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zA0UH-Daa3gI8hoGVgsQqw,205,4.5,Butcher,"pickup, delivery",$$,(212) 879-3047,8789.871492233286,40.7776,-73.95172,1654 2nd Ave,,,New York,10028,US,NY,"1654 2nd Ave, New York, NY 10028",,,,,,Butcher,,,2.0,201-500,Upper East Side
X87XpiyMsYvCxRYI5tFJ9g,Number One Caviar Boutique,https://s3-media3.fl.yelpcdn.com/bphoto/VkxeHmrBFMwGvljHDngqqg/o.jpg,False,https://www.yelp.com/biz/number-one-caviar-boutique-new-york?adjust_creative=zA0UH-Daa3gI8hoGVgsQqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zA0UH-Daa3gI8hoGVgsQqw,16,4.5,"Seafood Markets, Grocery","pickup, delivery",,(347) 708-7277,1395.2089057505195,40.707625,-74.010772,14 Wall St,,,New York,10005,US,NY,"14 Wall St, New York, NY 10005",,,,,,Seafood Markets, Grocery,,,11-50,Lower Manhattan
ZYfsV9GGKtfIF-nYODZ9ew,Carolyn's Kitchen,https://s3-media3.fl.yelpcdn.com/bphoto/mCVn6PYmFCjBEaaG-espKw/o.jpg,False,https://www.yelp.com/biz/carolyns-kitchen-jersey-city?adjust_creative=zA0UH-Daa3gI8hoGVgsQqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zA0UH-Daa3gI8hoGVgsQqw,54,3.0,"Soul Food, Barbeque, Chicken Wings","delivery, pickup",$$,(201) 333-0034,7223.106574306225,40.7107,-74.0797,76 Orient Ave,,,Jersey City,7305,US,NJ,"76 Orient Ave, Jersey City, NJ 07305",,,,,,Soul Food, Barbeque, Chicken Wings,2.0,51-100,
5-cUKY1k5Nh0oTWVpA1e7g,Cooking with Soul ,https://s3-media1.fl.yelpcdn.com/bphoto/fX37F0SZDzvriPVA6kRzRw/o.jpg,False,https://www.yelp.com/biz/cooking-with-soul-bronx?adjust_creative=zA0UH-Daa3gI8hoGVgsQqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zA0UH-Daa3gI8hoGVgsQqw,3,5.0,"Caterers, Personal Chefs",,,(718) 541-7891,23649.064063909893,40.8781472,-73.829771,900 Co Op City Blvd,,,Bronx,10475,US,NY,"900 Co Op City Blvd, Bronx, NY 10475",,,,,,Caterers, Personal Chefs,,,0-10,Northeast Bronx
HCO0K_4-p8fYxzD-kwFrWA,Johnson's BBQ,https://s3-media2.fl.yelpcdn.com/bphoto/WnA354reurYDUtYvbf7FRg/o.jpg,False,https://www.yelp.com/biz/johnsons-bbq-bronx?adjust_creative=zA0UH-Daa3gI8hoGVgsQqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zA0UH-Daa3gI8hoGVgsQqw,57,4.0,"Barbeque, Southern","delivery, pickup",$$,(914) 439-6187,15127.31607747049,40.82246449309035,-73.9026851162926,790 E 163rd St,,,Bronx,10456,US,NY,"790 E 163rd St, Bronx, NY 10456",,,,,,Barbeque, Southern,,2.0,51-100,High Bridge and Morrisania
